id,lego_count,bb_list
1_418,1,"[(835, 1474, 2000, 2205)]"
1_4180,1,"[(168, 400, 241, 486)]"
1_4181,1,"[(377, 378, 448, 569)]"
1_4182,1,"[(185, 192, 228, 225)]"
1_4183,1,"[(178, 124, 233, 166)]"
1_4184,1,"[(174, 355, 231, 416)]"
1_4185,1,"[(174, 184, 235, 222)]"
1_4186,1,"[(1196, 2098, 2421, 3448)]"
1_4187,1,"[(850, 1407, 2452, 1995)]"
1_4188,1,"[(373, 106, 472, 208)]"
1_4189,1,"[(631, 1390, 1499, 2042)]"
1_419,1,"[(793, 1181, 1384, 1489)]"
1_4190,1,"[(165, 310, 247, 357)]"
1_4191,1,"[(594, 918, 1000, 2618)]"
1_4192,1,"[(172, 223, 247, 272)]"
1_4193,1,"[(381, 103, 452, 222)]"
1_4194,1,"[(192, 107, 235, 148)]"
1_4195,1,"[(179, 265, 232, 313)]"
1_4196,1,"[(189, 82, 229, 118)]"
1_4197,1,"[(174, 141, 247, 216)]"
1_4198,1,"[(361, 763, 459, 867)]"
1_4199,1,"[(100, 92, 525, 455)]"
1_42,1,"[(995, 981, 1350, 1349)]"
1_420,1,"[(193, 50, 224, 73)]"
1_4200,1,"[(1154, 984, 1291, 1799)]"
1_4201,1,"[(174, 156, 241, 202)]"
1_4202,1,"[(170, 218, 248, 280)]"
1_4203,1,"[(186, 91, 233, 157)]"
1_4204,1,"[(333, 305, 498, 650)]"
1_4205,1,"[(1072, 1266, 1448, 1611)]"
1_4206,1,"[(164, 323, 238, 442)]"
1_4207,1,"[(182, 418, 226, 473)]"
1_4208,1,"[(369, 625, 450, 1012)]"
1_4209,1,"[(917, 1133, 1193, 1793)]"
1_421,1,"[(925, 1249, 1684, 1588)]"
1_4210,1,"[(188, 147, 232, 207)]"
1_4211,1,"[(871, 2363, 1990, 3242)]"
1_4212,1,"[(186, 85, 229, 113)]"
1_4213,1,"[(1044, 1143, 1252, 1768)]"
1_4214,1,"[(198, 37, 221, 58)]"
1_4215,1,"[(158, 287, 254, 391)]"
1_4216,1,"[(215, 363, 717, 845)]"
1_4217,1,"[(980, 846, 1457, 1612)]"
1_4218,1,"[(1547, 1582, 2044, 2163)]"
1_4219,1,"[(169, 147, 247, 211)]"
1_422,1,"[(158, 221, 264, 277)]"
1_4220,1,"[(194, 57, 226, 78)]"
1_4221,1,"[(183, 89, 238, 115)]"
1_4222,1,"[(178, 183, 233, 259)]"
1_4223,1,"[(1188, 1371, 1876, 2168)]"
1_4224,1,"[(171, 262, 245, 314)]"
1_4225,1,"[(181, 226, 232, 270)]"
1_4226,1,"[(390, 98, 470, 212)]"
1_4227,1,"[(185, 180, 233, 246)]"
1_4228,1,"[(347, 673, 474, 954)]"
1_4229,1,"[(94, 95, 327, 361)]"
1_423,1,"[(149, 247, 258, 332)]"
1_4230,1,"[(82, 123, 163, 214)]"
1_4231,1,"[(1125, 1396, 1600, 1706)]"
1_4232,1,"[(1677, 1707, 2197, 2397)]"
1_4233,1,"[(148, 251, 261, 359)]"
1_4234,1,"[(168, 327, 238, 402)]"
1_4235,1,"[(166, 93, 254, 151)]"
1_4236,1,"[(140, 364, 267, 489)]"
1_4237,1,"[(1128, 1266, 1414, 1548)]"
1_4238,1,"[(299, 343, 536, 607)]"
1_4239,1,"[(139, 350, 273, 421)]"
1_424,1,"[(194, 159, 216, 181)]"
1_4240,1,"[(2133, 2929, 2777, 3581)]"
1_4241,1,"[(180, 105, 245, 147)]"
1_4242,1,"[(1247, 1755, 2208, 2177)]"
1_4243,1,"[(1126, 725, 3176, 2745)]"
1_4244,1,"[(1546, 2208, 2249, 2822)]"
1_4245,1,"[(152, 86, 483, 420)]"
1_4246,1,"[(357, 738, 487, 893)]"
1_4247,1,"[(197, 105, 227, 139)]"
1_4248,1,"[(1336, 757, 1521, 2160)]"
1_4249,1,"[(186, 198, 231, 236)]"
1_425,1,"[(166, 102, 254, 154)]"
1_4250,1,"[(356, 382, 475, 543)]"
1_4251,1,"[(1495, 2076, 2047, 2644)]"
1_4252,1,"[(170, 154, 246, 208)]"
1_4253,1,"[(169, 150, 255, 206)]"
1_4254,1,"[(346, 95, 497, 232)]"
1_4255,1,"[(1493, 1730, 1961, 2295)]"
1_4256,1,"[(1610, 1008, 2756, 2158)]"
1_4257,1,"[(363, 100, 476, 218)]"
1_4258,1,"[(152, 258, 258, 366)]"
1_4259,1,"[(276, 21, 597, 282)]"
1_426,1,"[(157, 212, 258, 284)]"
1_4260,1,"[(198, 138, 221, 160)]"
1_4261,1,"[(1007, 1213, 1521, 1738)]"
1_4262,1,"[(357, 91, 495, 206)]"
1_4263,1,"[(1135, 1208, 1905, 2018)]"
1_4264,1,"[(317, 699, 502, 921)]"
1_4265,1,"[(191, 115, 233, 171)]"
1_4266,1,"[(1553, 2372, 2120, 2810)]"
1_4267,1,"[(377, 418, 471, 531)]"
1_4268,1,"[(295, 280, 542, 657)]"
1_4269,1,"[(190, 60, 228, 97)]"
1_427,1,"[(190, 88, 231, 123)]"
1_4270,1,"[(1124, 1227, 1472, 1662)]"
1_4271,1,"[(183, 83, 241, 122)]"
1_4272,1,"[(184, 360, 225, 409)]"
1_4273,1,"[(153, 290, 259, 386)]"
1_4274,1,"[(172, 345, 240, 421)]"
1_4275,1,"[(277, 5, 569, 311)]"
1_4276,1,"[(163, 145, 253, 213)]"
1_4277,1,"[(368, 427, 470, 511)]"
1_4278,1,"[(921, 1596, 1636, 1960)]"
1_4279,1,"[(181, 115, 236, 188)]"
1_428,1,"[(302, 352, 534, 550)]"
1_4280,1,"[(326, 22, 511, 280)]"
1_4281,1,"[(963, 2142, 2432, 3100)]"
1_4282,1,"[(1221, 1911, 1874, 3131)]"
1_4283,1,"[(852, 2033, 2440, 3260)]"
1_4284,1,"[(166, 91, 254, 149)]"
1_4285,1,"[(368, 416, 498, 529)]"
1_4286,1,"[(1579, 1241, 2174, 2050)]"
1_4287,1,"[(1399, 2047, 1906, 2600)]"
1_4288,1,"[(182, 82, 230, 113)]"
1_4289,1,"[(157, 93, 343, 389)]"
1_429,1,"[(1078, 845, 1981, 2545)]"
1_4290,1,"[(178, 246, 232, 320)]"
1_4291,1,"[(184, 103, 231, 162)]"
1_4292,1,"[(707, 1281, 1326, 1732)]"
1_4293,1,"[(280, 619, 537, 1018)]"
1_4294,1,"[(1219, 790, 1958, 1988)]"
1_4295,1,"[(387, 444, 445, 503)]"
1_4296,1,"[(851, 1180, 1365, 1629)]"
1_4297,1,"[(283, 357, 549, 590)]"
1_4298,1,"[(173, 252, 229, 346)]"
1_4299,1,"[(1162, 1736, 1618, 2135)]"
1_43,1,"[(122, 218, 463, 560)]"
1_430,1,"[(193, 269, 224, 302)]"
1_4300,1,"[(710, 1228, 1578, 1629)]"
1_4301,1,"[(1208, 1466, 2340, 2371)]"
1_4302,1,"[(859, 1148, 1651, 1613)]"
1_4303,1,"[(279, 41, 599, 296)]"
1_4304,1,"[(172, 47, 251, 96)]"
1_4305,1,"[(247, 214, 701, 653)]"
1_4306,1,"[(176, 174, 244, 246)]"
1_4307,1,"[(302, 171, 798, 1065)]"
1_4308,1,"[(175, 157, 244, 206)]"
1_4309,1,"[(150, 410, 256, 493)]"
1_431,1,"[(351, 66, 502, 248)]"
1_4310,1,"[(147, 297, 266, 380)]"
1_4311,1,"[(819, 295, 1285, 786)]"
1_4312,1,"[(903, 1609, 1379, 1961)]"
1_4313,1,"[(361, 99, 479, 215)]"
1_4314,1,"[(1265, 2608, 2204, 3221)]"
1_4315,1,"[(310, 257, 916, 873)]"
1_4316,1,"[(275, 734, 546, 893)]"
1_4317,1,"[(272, 627, 544, 1014)]"
1_4318,1,"[(177, 58, 247, 128)]"
1_4319,1,"[(2677, 2116, 3253, 2940)]"
1_432,1,"[(327, 85, 517, 218)]"
1_4320,1,"[(856, 1343, 1444, 1963)]"
1_4321,1,"[(171, 85, 244, 115)]"
1_4322,1,"[(1031, 1647, 2137, 2334)]"
1_4323,1,"[(136, 353, 267, 495)]"
1_4324,1,"[(188, 315, 225, 346)]"
1_4325,1,"[(1024, 1929, 2090, 2532)]"
1_4326,1,"[(180, 390, 232, 446)]"
1_4327,1,"[(173, 219, 234, 271)]"
1_4328,1,"[(668, 1286, 1393, 1677)]"
1_4329,1,"[(1844, 813, 2586, 1671)]"
1_433,1,"[(178, 393, 231, 454)]"
1_4330,1,"[(192, 129, 219, 158)]"
1_4331,1,"[(172, 79, 252, 129)]"
1_4332,1,"[(169, 145, 240, 202)]"
1_4333,1,"[(375, 780, 441, 847)]"
1_4334,1,"[(334, 114, 510, 210)]"
1_4335,1,"[(169, 102, 251, 156)]"
1_4336,1,"[(349, 69, 507, 221)]"
1_4337,1,"[(1101, 1293, 1319, 1571)]"
1_4338,1,"[(755, 1226, 1760, 2177)]"
1_4339,1,"[(315, 405, 495, 561)]"
1_434,1,"[(317, 721, 499, 914)]"
1_4340,1,"[(1586, 1696, 2236, 2240)]"
1_4341,1,"[(960, 1042, 1248, 1345)]"
1_4342,1,"[(1745, 1269, 2802, 2116)]"
1_4343,1,"[(190, 50, 230, 88)]"
1_4344,1,"[(175, 95, 251, 151)]"
1_4345,1,"[(982, 1590, 1348, 2250)]"
1_4346,1,"[(1351, 857, 1745, 1275)]"
1_4347,1,"[(145, 254, 255, 358)]"
1_4348,1,"[(1512, 2473, 2027, 3006)]"
1_4349,1,"[(337, 723, 482, 913)]"
1_435,1,"[(374, 103, 477, 217)]"
1_4350,1,"[(1612, 1826, 2083, 2389)]"
1_4351,1,"[(366, 435, 466, 512)]"
1_4352,1,"[(105, 94, 321, 312)]"
1_4353,1,"[(991, 1662, 1723, 2108)]"
1_4354,1,"[(1266, 748, 1400, 1611)]"
1_4355,1,"[(353, 422, 499, 539)]"
1_4356,1,"[(441, 155, 1151, 666)]"
1_4357,1,"[(358, 420, 462, 517)]"
1_4358,1,"[(1029, 1651, 1438, 1998)]"
1_4359,1,"[(2638, 3662, 3490, 4555)]"
1_436,1,"[(196, 106, 217, 131)]"
1_4360,1,"[(309, 725, 729, 1102)]"
1_4361,1,"[(332, 110, 515, 206)]"
1_4362,1,"[(177, 150, 234, 195)]"
1_4363,1,"[(170, 156, 257, 214)]"
1_4364,1,"[(172, 145, 498, 539)]"
1_4365,1,"[(163, 147, 251, 222)]"
1_4366,1,"[(2047, 2023, 2863, 2620)]"
1_4367,1,"[(335, 95, 505, 207)]"
1_4368,1,"[(1333, 1163, 2104, 1889)]"
1_4369,1,"[(347, 391, 484, 561)]"
1_437,1,"[(725, 1425, 1809, 2363)]"
1_4370,1,"[(199, 130, 220, 161)]"
1_4371,1,"[(190, 107, 228, 136)]"
1_4372,1,"[(174, 75, 242, 128)]"
1_4373,1,"[(333, 720, 493, 933)]"
1_4374,1,"[(679, 1104, 2838, 1835)]"
1_4375,1,"[(203, 55, 220, 80)]"
1_4376,1,"[(168, 151, 480, 451)]"
1_4377,1,"[(1368, 2554, 1819, 2911)]"
1_4378,1,"[(149, 380, 264, 522)]"
1_4379,1,"[(1395, 1845, 1865, 2318)]"
1_438,1,"[(1115, 1101, 1876, 1904)]"
1_4380,1,"[(176, 383, 231, 521)]"
1_4381,1,"[(960, 1396, 1540, 1878)]"
1_4382,1,"[(885, 565, 1739, 1229)]"
1_4383,1,"[(177, 305, 230, 361)]"
1_4384,1,"[(1089, 953, 1784, 1529)]"
1_4385,1,"[(1102, 1704, 1468, 2102)]"
1_4386,1,"[(167, 378, 248, 474)]"
1_4387,1,"[(821, 1486, 2678, 3319)]"
1_4388,1,"[(921, 1699, 1375, 2165)]"
1_4389,1,"[(363, 70, 489, 254)]"
1_439,1,"[(116, 229, 716, 732)]"
1_4390,1,"[(156, 249, 258, 334)]"
1_4391,1,"[(152, 217, 263, 306)]"
1_4392,1,"[(890, 1476, 1573, 2350)]"
1_4393,1,"[(892, 1273, 1479, 2050)]"
1_4394,1,"[(200, 132, 219, 159)]"
1_4395,1,"[(182, 108, 240, 142)]"
1_4396,1,"[(1016, 1732, 1400, 2166)]"
1_4397,1,"[(168, 355, 239, 420)]"
1_4398,1,"[(823, 1355, 1345, 1752)]"
1_4399,1,"[(1083, 1431, 1860, 2400)]"
1_44,1,"[(1218, 1467, 2348, 2076)]"
1_440,1,"[(158, 179, 256, 246)]"
1_4400,1,"[(344, 65, 494, 249)]"
1_4401,1,"[(1418, 1560, 1932, 2278)]"
1_4402,1,"[(1421, 2806, 1897, 3281)]"
1_4403,1,"[(332, 773, 477, 877)]"
1_4404,1,"[(317, 0, 530, 330)]"
1_4405,1,"[(1440, 1725, 2022, 2207)]"
1_4406,1,"[(169, 414, 233, 481)]"
1_4407,1,"[(293, 537, 521, 1101)]"
1_4408,1,"[(143, 304, 271, 420)]"
1_4409,1,"[(1469, 1958, 1950, 3403)]"
1_441,1,"[(759, 874, 1363, 1456)]"
1_4410,1,"[(187, 267, 228, 307)]"
1_4411,1,"[(1124, 1036, 1457, 2602)]"
1_4412,1,"[(1558, 1626, 2682, 2221)]"
1_4413,1,"[(352, 399, 488, 538)]"
1_4414,1,"[(289, 204, 713, 888)]"
1_4415,1,"[(1015, 1621, 1726, 2590)]"
1_4416,1,"[(986, 1464, 1469, 1878)]"
1_4417,1,"[(358, 394, 495, 546)]"
1_4418,1,"[(173, 155, 243, 208)]"
1_4419,1,"[(351, 765, 476, 864)]"
1_442,1,"[(162, 205, 244, 279)]"
1_4420,1,"[(591, 1345, 1222, 1923)]"
1_4421,1,"[(167, 67, 248, 122)]"
1_4422,1,"[(1104, 1233, 1634, 1762)]"
1_4423,1,"[(984, 1585, 1666, 2196)]"
1_4424,1,"[(361, 369, 489, 571)]"
1_4425,1,"[(785, 984, 1885, 1593)]"
1_4426,1,"[(1528, 1893, 1802, 2277)]"
1_4427,1,"[(892, 1602, 1723, 2445)]"
1_4428,1,"[(333, 753, 481, 890)]"
1_4429,1,"[(1107, 1633, 1437, 2108)]"
1_443,1,"[(391, 103, 452, 199)]"
1_4430,1,"[(855, 1077, 1640, 1812)]"
1_4431,1,"[(156, 181, 260, 260)]"
1_4432,1,"[(163, 295, 253, 377)]"
1_4433,1,"[(175, 105, 255, 148)]"
1_4434,1,"[(156, 173, 258, 258)]"
1_4435,1,"[(180, 207, 231, 272)]"
1_4436,1,"[(1390, 1437, 1853, 1665)]"
1_4437,1,"[(182, 124, 233, 192)]"
1_4438,1,"[(155, 283, 254, 389)]"
1_4439,1,"[(1188, 3080, 1840, 3783)]"
1_444,1,"[(171, 68, 246, 125)]"
1_4440,1,"[(189, 364, 222, 403)]"
1_4441,1,"[(845, 1136, 1707, 2069)]"
1_4442,1,"[(1229, 1623, 1987, 2223)]"
1_4443,1,"[(190, 83, 229, 118)]"
1_4444,1,"[(376, 431, 456, 515)]"
1_4445,1,"[(151, 0, 700, 327)]"
1_4446,1,"[(310, 349, 734, 890)]"
1_4447,1,"[(131, 355, 260, 495)]"
1_4448,1,"[(177, 308, 230, 353)]"
1_4449,1,"[(754, 2583, 1957, 2880)]"
1_445,1,"[(358, 717, 461, 913)]"
1_4450,1,"[(1834, 2224, 2475, 2824)]"
1_4451,1,"[(160, 222, 258, 297)]"
1_4452,1,"[(178, 346, 242, 428)]"
1_4453,1,"[(1055, 1240, 1421, 1552)]"
1_4454,1,"[(190, 107, 230, 184)]"
1_4455,1,"[(177, 71, 247, 117)]"
1_4456,1,"[(1043, 1774, 1783, 2562)]"
1_4457,1,"[(1356, 2207, 2201, 2668)]"
1_4458,1,"[(128, 382, 294, 455)]"
1_4459,1,"[(699, 1487, 1714, 1980)]"
1_446,1,"[(193, 165, 229, 197)]"
1_4460,1,"[(1101, 1218, 1604, 1731)]"
1_4461,1,"[(176, 120, 230, 180)]"
1_4462,1,"[(1386, 1733, 1905, 2195)]"
1_4463,1,"[(1332, 1028, 2217, 1995)]"
1_4464,1,"[(163, 323, 250, 393)]"
1_4465,1,"[(901, 1684, 1330, 2314)]"
1_4466,1,"[(371, 415, 458, 526)]"
1_4467,1,"[(175, 400, 243, 494)]"
1_4468,1,"[(189, 178, 228, 253)]"
1_4469,1,"[(1220, 824, 2475, 1786)]"
1_447,1,"[(2791, 1720, 3121, 1999)]"
1_4470,1,"[(353, 743, 466, 882)]"
1_4471,1,"[(164, 142, 242, 204)]"
1_4472,1,"[(1162, 2207, 1868, 2752)]"
1_4473,1,"[(175, 98, 244, 157)]"
1_4474,1,"[(1482, 742, 2106, 1492)]"
1_4475,1,"[(1468, 1138, 1660, 3111)]"
1_4476,1,"[(684, 1652, 1032, 2063)]"
1_4477,1,"[(848, 1327, 1394, 1921)]"
1_4478,1,"[(166, 181, 254, 245)]"
1_4479,1,"[(881, 1736, 1859, 2064)]"
1_448,1,"[(1052, 1682, 2320, 2508)]"
1_4480,1,"[(1091, 2028, 1357, 2192)]"
1_4481,1,"[(562, 1417, 1760, 2588)]"
1_4482,1,"[(272, 640, 554, 989)]"
1_4483,1,"[(588, 1780, 1262, 2876)]"
1_4484,1,"[(176, 185, 234, 239)]"
1_4485,1,"[(1344, 1699, 2076, 2284)]"
1_4486,1,"[(849, 1472, 1529, 1872)]"
1_4487,1,"[(1547, 1249, 2000, 1717)]"
1_4488,1,"[(351, 95, 503, 224)]"
1_4489,1,"[(1093, 3023, 1664, 3688)]"
1_449,1,"[(348, 57, 497, 248)]"
1_4490,1,"[(176, 170, 249, 229)]"
1_4491,1,"[(361, 775, 460, 850)]"
1_4492,1,"[(1820, 1480, 2409, 2040)]"
1_4493,1,"[(1061, 1825, 1954, 2639)]"
1_4494,1,"[(701, 1586, 1381, 2062)]"
1_4495,1,"[(355, 72, 488, 242)]"
1_4496,1,"[(83, 150, 229, 291)]"
1_4497,1,"[(162, 179, 259, 249)]"
1_4498,1,"[(346, 68, 506, 246)]"
1_4499,1,"[(1279, 1666, 2032, 2321)]"
1_45,1,"[(1490, 1578, 1906, 1869)]"
1_450,1,"[(1346, 1935, 1816, 2561)]"
1_4500,1,"[(169, 124, 251, 181)]"
1_4501,1,"[(1358, 1861, 2193, 2599)]"
1_4502,1,"[(185, 107, 227, 147)]"
1_4503,1,"[(1236, 2027, 1997, 2485)]"
1_4504,1,"[(1155, 935, 2785, 2052)]"
1_4505,1,"[(182, 188, 231, 233)]"
1_4506,1,"[(344, 387, 504, 544)]"
1_4507,1,"[(1351, 919, 1954, 1571)]"
1_4508,1,"[(1316, 2114, 2212, 2753)]"
1_4509,1,"[(355, 732, 480, 887)]"
1_451,1,"[(243, 234, 511, 503)]"
1_4510,1,"[(175, 97, 247, 160)]"
1_4511,1,"[(1915, 1037, 2798, 1662)]"
1_4512,1,"[(1291, 615, 1600, 1024)]"
1_4513,1,"[(137, 360, 275, 494)]"
1_4514,1,"[(796, 817, 1224, 1345)]"
1_4515,1,"[(998, 1623, 1361, 1964)]"
1_4516,1,"[(1309, 518, 1691, 2272)]"
1_4517,1,"[(364, 739, 452, 893)]"
1_4518,1,"[(169, 145, 240, 203)]"
1_4519,1,"[(151, 287, 266, 385)]"
1_452,1,"[(306, 137, 1009, 837)]"
1_4520,1,"[(1183, 2034, 1821, 2542)]"
1_4521,1,"[(630, 724, 1769, 960)]"
1_4522,1,"[(174, 204, 230, 287)]"
1_4523,1,"[(261, 10, 623, 271)]"
1_4524,1,"[(191, 269, 222, 300)]"
1_4525,1,"[(198, 90, 554, 459)]"
1_4526,1,"[(982, 1435, 1497, 1907)]"
1_4527,1,"[(194, 38, 221, 58)]"
1_4528,1,"[(167, 263, 245, 320)]"
1_4529,1,"[(587, 850, 1269, 1636)]"
1_453,1,"[(1721, 2063, 2236, 2472)]"
1_4530,1,"[(371, 108, 476, 189)]"
1_4531,1,"[(394, 124, 450, 186)]"
1_4532,1,"[(1503, 1535, 1938, 2021)]"
1_4533,1,"[(1505, 728, 2605, 1628)]"
1_4534,1,"[(355, 1631, 1429, 2569)]"
1_4535,1,"[(320, 284, 1016, 994)]"
1_4536,1,"[(1434, 2345, 2176, 3148)]"
1_4537,1,"[(354, 784, 470, 843)]"
1_4538,1,"[(1347, 1666, 1943, 2172)]"
1_4539,1,"[(197, 167, 518, 500)]"
1_454,1,"[(184, 85, 229, 109)]"
1_4540,1,"[(1135, 1886, 2507, 2954)]"
1_4541,1,"[(1032, 1235, 1547, 1707)]"
1_4542,1,"[(178, 101, 238, 156)]"
1_4543,1,"[(1012, 1637, 1717, 2556)]"
1_4544,1,"[(1244, 1698, 2315, 2740)]"
1_4545,1,"[(1642, 662, 2935, 1805)]"
1_4546,1,"[(1165, 2098, 1575, 2549)]"
1_4547,1,"[(152, 325, 260, 456)]"
1_4548,1,"[(164, 383, 233, 534)]"
1_4549,1,"[(175, 156, 245, 207)]"
1_455,1,"[(369, 335, 463, 609)]"
1_4550,1,"[(169, 120, 249, 181)]"
1_4551,1,"[(304, 46, 542, 278)]"
1_4552,1,"[(1194, 1014, 1586, 1296)]"
1_4553,1,"[(1278, 2083, 2322, 3004)]"
1_4554,1,"[(176, 80, 236, 122)]"
1_4555,1,"[(299, 699, 523, 943)]"
1_4556,1,"[(1274, 1582, 1791, 2307)]"
1_4557,1,"[(181, 87, 239, 121)]"
1_4558,1,"[(183, 260, 224, 307)]"
1_4559,1,"[(373, 104, 477, 214)]"
1_456,1,"[(194, 78, 231, 131)]"
1_4560,1,"[(158, 179, 258, 249)]"
1_4561,1,"[(157, 353, 256, 426)]"
1_4562,1,"[(1472, 2533, 1961, 2918)]"
1_4563,1,"[(1034, 1796, 1377, 2155)]"
1_4564,1,"[(1194, 1233, 2198, 2323)]"
1_4565,1,"[(613, 888, 1992, 1738)]"
1_4566,1,"[(1396, 1193, 1645, 1550)]"
1_4567,1,"[(1067, 1711, 1478, 2129)]"
1_4568,1,"[(243, 279, 581, 626)]"
1_4569,1,"[(973, 2375, 1483, 2688)]"
1_457,1,"[(1398, 1261, 2025, 1828)]"
1_4570,1,"[(178, 144, 233, 219)]"
1_4571,1,"[(392, 116, 451, 199)]"
1_4572,1,"[(380, 110, 463, 205)]"
1_4573,1,"[(365, 83, 479, 216)]"
1_4574,1,"[(1324, 824, 1688, 1378)]"
1_4575,1,"[(187, 151, 238, 211)]"
1_4576,1,"[(183, 96, 232, 153)]"
1_4577,1,"[(1208, 1357, 1526, 1830)]"
1_4578,1,"[(1019, 1871, 1511, 2608)]"
1_4579,1,"[(1144, 793, 2190, 2958)]"
1_458,1,"[(358, 417, 475, 529)]"
1_4580,1,"[(448, 1748, 2665, 2195)]"
1_4581,1,"[(326, 666, 495, 961)]"
1_4582,1,"[(185, 157, 235, 201)]"
1_4583,1,"[(169, 262, 248, 314)]"
1_4584,1,"[(257, 274, 514, 530)]"
1_4585,1,"[(1335, 1592, 2052, 2582)]"
1_4586,1,"[(1035, 907, 1941, 1872)]"
1_4587,1,"[(1026, 1169, 1589, 1775)]"
1_4588,1,"[(160, 295, 249, 374)]"
1_4589,1,"[(184, 99, 231, 142)]"
1_459,1,"[(1527, 2091, 2133, 2650)]"
1_4590,1,"[(185, 186, 239, 251)]"
1_4591,1,"[(1541, 1916, 2270, 2839)]"
1_4592,1,"[(189, 191, 222, 213)]"
1_4593,1,"[(184, 100, 232, 163)]"
1_4594,1,"[(2185, 1098, 2769, 1826)]"
1_4595,1,"[(189, 138, 231, 169)]"
1_4596,1,"[(850, 1880, 2521, 2770)]"
1_4597,1,"[(750, 966, 1109, 1575)]"
1_4598,1,"[(167, 253, 251, 325)]"
1_4599,1,"[(181, 146, 234, 213)]"
1_46,1,"[(324, 32, 504, 265)]"
1_460,1,"[(176, 105, 242, 140)]"
1_4600,1,"[(1026, 1259, 1514, 1707)]"
1_4601,1,"[(335, 757, 485, 869)]"
1_4602,1,"[(181, 267, 233, 312)]"
1_4603,1,"[(192, 123, 227, 186)]"
1_4604,1,"[(182, 334, 236, 385)]"
1_4605,1,"[(1302, 1512, 1935, 2276)]"
1_4606,1,"[(350, 400, 482, 537)]"
1_4607,1,"[(187, 135, 233, 175)]"
1_4608,1,"[(884, 1074, 1628, 2060)]"
1_4609,1,"[(1422, 2178, 2007, 2679)]"
1_461,1,"[(181, 81, 238, 120)]"
1_4610,1,"[(963, 1191, 2063, 2233)]"
1_4611,1,"[(181, 143, 239, 213)]"
1_4612,1,"[(1345, 1809, 1770, 2279)]"
1_4613,1,"[(1358, 1489, 1983, 2077)]"
1_4614,1,"[(1054, 1624, 1598, 2194)]"
1_4615,1,"[(517, 1359, 1717, 2037)]"
1_4616,1,"[(182, 421, 227, 471)]"
1_4617,1,"[(179, 117, 239, 168)]"
1_4618,1,"[(1236, 1333, 1345, 2554)]"
1_4619,1,"[(164, 122, 245, 170)]"
1_462,1,"[(1270, 1409, 1974, 2123)]"
1_4620,1,"[(179, 281, 236, 333)]"
1_4621,1,"[(194, 284, 219, 320)]"
1_4622,1,"[(358, 769, 454, 855)]"
1_4623,1,"[(347, 748, 472, 875)]"
1_4624,1,"[(171, 320, 246, 403)]"
1_4625,1,"[(358, 417, 474, 531)]"
1_4626,1,"[(1062, 1850, 2027, 2852)]"
1_4627,1,"[(45, 94, 301, 312)]"
1_4628,1,"[(309, 722, 517, 909)]"
1_4629,1,"[(174, 81, 247, 128)]"
1_463,1,"[(143, 367, 280, 492)]"
1_4630,1,"[(187, 131, 232, 164)]"
1_4631,1,"[(180, 122, 245, 183)]"
1_4632,1,"[(150, 266, 275, 317)]"
1_4633,1,"[(987, 1946, 1530, 2628)]"
1_4634,1,"[(335, 762, 488, 871)]"
1_4635,1,"[(281, 111, 839, 934)]"
1_4636,1,"[(1314, 94, 2142, 971)]"
1_4637,1,"[(1632, 1205, 2103, 1716)]"
1_4638,1,"[(331, 50, 520, 251)]"
1_4639,1,"[(1168, 2226, 2223, 2760)]"
1_464,1,"[(190, 79, 232, 108)]"
1_4640,1,"[(189, 337, 222, 378)]"
1_4641,1,"[(73, 93, 415, 361)]"
1_4642,1,"[(1592, 1269, 2196, 1957)]"
1_4643,1,"[(171, 75, 248, 128)]"
1_4644,1,"[(171, 239, 231, 332)]"
1_4645,1,"[(182, 104, 233, 142)]"
1_4646,1,"[(179, 53, 249, 94)]"
1_4647,1,"[(190, 84, 239, 118)]"
1_4648,1,"[(1368, 2226, 1889, 2704)]"
1_4649,1,"[(176, 128, 247, 177)]"
1_465,1,"[(164, 237, 247, 286)]"
1_4650,1,"[(907, 2129, 1400, 2840)]"
1_4651,1,"[(1599, 2161, 2173, 2737)]"
1_4652,1,"[(159, 336, 248, 450)]"
1_4653,1,"[(325, 457, 507, 496)]"
1_4654,1,"[(186, 273, 228, 306)]"
1_4655,1,"[(184, 32, 226, 69)]"
1_4656,1,"[(155, 313, 261, 414)]"
1_4657,1,"[(867, 2288, 1890, 2863)]"
1_4658,1,"[(347, 757, 491, 868)]"
1_4659,1,"[(172, 258, 234, 322)]"
1_466,1,"[(1347, 1803, 2251, 2863)]"
1_4660,1,"[(2261, 1095, 3073, 1865)]"
1_4661,1,"[(2185, 1398, 2703, 2197)]"
1_4662,1,"[(146, 390, 265, 510)]"
1_4663,1,"[(333, 377, 496, 576)]"
1_4664,1,"[(1233, 1709, 1646, 2155)]"
1_4665,1,"[(345, 743, 479, 878)]"
1_4666,1,"[(845, 1155, 1571, 1855)]"
1_4667,1,"[(955, 1242, 1488, 1798)]"
1_4668,1,"[(170, 216, 249, 282)]"
1_4669,1,"[(364, 389, 469, 529)]"
1_467,1,"[(375, 398, 476, 556)]"
1_4670,1,"[(1346, 1519, 2185, 2469)]"
1_4671,1,"[(363, 81, 480, 249)]"
1_4672,1,"[(806, 1463, 1600, 1799)]"
1_4673,1,"[(165, 124, 254, 183)]"
1_4674,1,"[(1054, 1582, 1466, 1957)]"
1_4675,1,"[(1534, 1451, 2045, 2191)]"
1_4676,1,"[(947, 1177, 1503, 1602)]"
